from,to,mode,base_time_sec,max_speed_kph,district,cost,co2_per_km
JD67,BB66,CAR,45,66,DSTRCT8,1.24,0.20
TC25,BB31,CAR,213,45,DSTRCT1,4.00,0.20
BA19,BA36,BUS,73,26,DSTRCT9,0.43,0.08
BA54,JD27,CAR,162,51,DSTRCT7,3.46,0.20
JD61,JD39,BUS,118,21,DSTRCT9,0.55,0.08
JD45,BB47,BUS,98,27,DSTRCT0,0.59,0.08
BA79,JC69,BUS,47,38,DSTRCT5,0.40,0.08
TC09,TC89,BUS,348,26,DSTRCT7,2.01,0.08
JC27,TC33,CAR,57,72,DSTRCT8,1.71,0.20
JC58,JC14,CAR,66,75,DSTRCT1,2.07,0.20
BB26,BA60,BUS,164,36,DSTRCT1,1.32,0.08
TC88,JD56,CAR,117,74,DSTRCT8,3.64,0.20
JD46,JD39,BUS,31,25,DSTRCT2,0.18,0.08
BA54,BA87,BUS,138,27,DSTRCT3,0.83,0.08
JC30,BA78,CAR,36,75,DSTRCT8,1.13,0.20
JD66,TC25,CAR,267,60,DSTRCT1,6.68,0.20
TC87,BA30,BUS,227,20,DSTRCT8,1.01,0.08
BB45,BB77,CAR,65,55,DSTRCT8,1.51,0.20
BA53,BB47,CAR,115,65,DSTRCT6,3.14,0.20
JC49,JC57,CAR,12,75,DSTRCT3,0.38,0.20
JD12,BB19,CAR,26,79,DSTRCT5,0.88,0.20
TC66,JD27,CAR,133,61,DSTRCT1,3.38,0.20
JD77,BA99,CAR,184,47,DSTRCT4,3.62,0.20
TC01,JD14,BUS,569,23,DSTRCT9,2.91,0.08
JD17,BA17,BUS,502,21,DSTRCT7,2.34,0.08
JD01,BB67,BUS,181,26,DSTRCT2,1.05,0.08
TC79,TC65,CAR,21,74,DSTRCT0,0.66,0.20
TC10,BB64,BUS,519,28,DSTRCT8,3.23,0.08
BA28,BA05,CAR,60,43,DSTRCT4,1.08,0.20
JD17,BA32,BUS,318,29,DSTRCT2,2.05,0.08
JD17,BB69,BUS,90,35,DSTRCT0,0.70,0.08
TC03,BA07,CAR,62,41,DSTRCT6,1.07,0.20
BB26,BA14,BUS,257,35,DSTRCT0,2.00,0.08
JD03,BB79,BUS,176,33,DSTRCT5,1.30,0.08
BB47,BB17,CAR,44,77,DSTRCT1,1.41,0.20
JD43,BA57,CAR,122,76,DSTRCT3,3.88,0.20
JD28,BA18,CAR,148,77,DSTRCT6,4.78,0.20
JC56,BB72,BUS,207,33,DSTRCT7,1.52,0.08
BA37,BB69,BUS,329,33,DSTRCT6,2.41,0.08
BA40,TC71,BUS,75,23,DSTRCT3,0.39,0.08
JC81,JC96,CAR,22,76,DSTRCT0,0.71,0.20
BB15,JD36,CAR,71,73,DSTRCT6,2.17,0.20
JC47,BB23,BUS,147,34,DSTRCT8,1.11,0.08
JC02,JD08,CAR,132,64,DSTRCT9,3.54,0.20
JD15,BA08,BUS,329,34,DSTRCT7,2.49,0.08
JC89,TC24,BUS,466,26,DSTRCT9,2.70,0.08
BB42,BA94,BUS,145,39,DSTRCT2,1.26,0.08
BA55,JD99,CAR,218,68,DSTRCT1,6.18,0.20
JD29,JC90,BUS,181,32,DSTRCT4,1.29,0.08
JC85,BA49,CAR,150,46,DSTRCT7,2.88,0.20
JD16,JC28,CAR,133,53,DSTRCT2,2.96,0.20
BA76,JC95,CAR,68,73,DSTRCT0,2.08,0.20
BB19,JC87,BUS,199,35,DSTRCT3,1.55,0.08
JD55,TC26,BUS,421,35,DSTRCT5,3.28,0.08
JC76,BA63,CAR,68,63,DSTRCT6,1.80,0.20
BB89,BA57,CAR,201,54,DSTRCT5,4.52,0.20
BB90,BA80,BUS,226,39,DSTRCT7,1.96,0.08
BA43,JD14,CAR,114,71,DSTRCT2,3.40,0.20
TC31,BB52,BUS,336,33,DSTRCT9,2.47,0.08
BB39,BB55,CAR,31,57,DSTRCT2,0.75,0.20
JC70,JC93,CAR,57,45,DSTRCT2,1.08,0.20
TC62,JD94,BUS,579,26,DSTRCT1,3.35,0.08
TC81,BA12,CAR,111,53,DSTRCT2,2.45,0.20
JC18,JD76,BUS,464,29,DSTRCT1,2.99,0.08
JD42,TC18,BUS,384,37,DSTRCT3,3.16,0.08
BA96,BB32,BUS,293,20,DSTRCT6,1.31,0.08
JD35,BA04,BUS,375,36,DSTRCT3,3.00,0.08
BA38,BB21,CAR,96,70,DSTRCT9,2.82,0.20
TC94,TC74,CAR,49,46,DSTRCT6,0.94,0.20
BA26,BA96,BUS,203,39,DSTRCT1,1.76,0.08
BB99,BA69,CAR,142,75,DSTRCT3,4.44,0.20
BB96,BB14,BUS,463,20,DSTRCT6,2.06,0.08
BA91,BA10,CAR,183,50,DSTRCT8,3.82,0.20
BB59,TC42,BUS,368,29,DSTRCT7,2.38,0.08
JC74,BA86,CAR,25,62,DSTRCT8,0.66,0.20
BA66,BB61,CAR,143,53,DSTRCT6,3.17,0.20
TC63,BB55,CAR,183,45,DSTRCT5,3.44,0.20
TC12,TC33,BUS,84,28,DSTRCT8,0.53,0.08
BB20,JD75,BUS,251,36,DSTRCT5,2.01,0.08
JC39,TC21,BUS,219,31,DSTRCT1,1.52,0.08
BB26,BA68,CAR,74,77,DSTRCT0,2.39,0.20
BB50,BB25,BUS,108,26,DSTRCT2,0.63,0.08
BA34,JC13,CAR,13,57,DSTRCT1,0.32,0.20
BB02,JC76,CAR,122,61,DSTRCT1,3.11,0.20
BA78,JD22,BUS,266,25,DSTRCT4,1.48,0.08
BB80,BA77,BUS,329,25,DSTRCT2,1.83,0.08
JC37,BB12,BUS,135,37,DSTRCT3,1.11,0.08
BB56,TC51,CAR,120,79,DSTRCT4,3.96,0.20
BB75,BB66,CAR,23,44,DSTRCT6,0.42,0.20
JC56,JC41,CAR,23,72,DSTRCT0,0.71,0.20
JD63,BA39,BUS,427,30,DSTRCT4,2.85,0.08
BA24,JC52,BUS,250,24,DSTRCT2,1.33,0.08
JC33,JD91,BUS,464,29,DSTRCT2,2.99,0.08
JC06,JD44,BUS,301,38,DSTRCT7,2.54,0.08
TC78,BA33,CAR,54,59,DSTRCT8,1.34,0.20
BA87,JD32,BUS,304,22,DSTRCT0,1.49,0.08
JC41,TC05,CAR,201,44,DSTRCT0,3.69,0.20
TC33,BA13,BUS,23,38,DSTRCT7,0.20,0.08
TC54,BA54,BUS,58,37,DSTRCT3,0.48,0.08
BA19,BA77,CAR,84,78,DSTRCT1,2.73,0.20
BB36,BB73,BUS,174,24,DSTRCT9,0.93,0.08
JD75,JC87,CAR,95,74,DSTRCT5,2.96,0.20
BB59,BA81,CAR,96,67,DSTRCT9,2.70,0.20
BB94,JC24,CAR,212,56,DSTRCT8,4.95,0.20
TC89,TC14,BUS,339,25,DSTRCT1,1.89,0.08
JD16,JD41,BUS,83,34,DSTRCT6,0.63,0.08
BA64,BB95,CAR,244,44,DSTRCT1,4.48,0.20
BA51,TC97,CAR,55,60,DSTRCT3,1.39,0.20
TC33,BB72,CAR,190,68,DSTRCT1,5.40,0.20
TC14,BA73,BUS,434,20,DSTRCT1,1.93,0.08
BA09,JC33,CAR,132,42,DSTRCT4,2.31,0.20
TC47,BB63,BUS,460,23,DSTRCT1,2.35,0.08
BA14,BA80,BUS,298,25,DSTRCT6,1.66,0.08
JC87,JC64,CAR,50,52,DSTRCT1,1.08,0.20
JD79,BB69,BUS,189,21,DSTRCT0,0.89,0.08
TC19,BB05,CAR,108,71,DSTRCT9,3.22,0.20
BA76,BB81,BUS,233,36,DSTRCT1,1.87,0.08
JC45,TC78,CAR,24,44,DSTRCT6,0.44,0.20
TC17,JC03,CAR,65,49,DSTRCT7,1.33,0.20
JC58,BB66,BUS,201,31,DSTRCT8,1.39,0.08
BA27,BB83,BUS,441,30,DSTRCT4,2.94,0.08
JC23,JD59,CAR,173,65,DSTRCT8,4.69,0.20
JC03,JC31,CAR,62,51,DSTRCT7,1.32,0.20
BB76,BA17,BUS,366,37,DSTRCT8,3.01,0.08
JD76,TC52,BUS,490,29,DSTRCT0,3.16,0.08
BA96,JC92,BUS,86,28,DSTRCT7,0.54,0.08
BB59,BA65,CAR,99,76,DSTRCT1,3.14,0.20
BB13,BA45,CAR,133,45,DSTRCT9,2.50,0.20
BB56,JD13,BUS,58,37,DSTRCT6,0.48,0.08
TC33,BA68,CAR,122,49,DSTRCT4,2.50,0.20
JD30,JC16,CAR,133,69,DSTRCT0,3.83,0.20
BB91,JD61,CAR,13,67,DSTRCT1,0.37,0.20
BB10,BB00,BUS,33,34,DSTRCT3,0.25,0.08
TC75,TC49,CAR,61,48,DSTRCT0,1.23,0.20
BB99,BB59,BUS,156,29,DSTRCT8,1.01,0.08
BB14,TC28,CAR,117,66,DSTRCT3,3.22,0.20
BA35,TC08,CAR,94,54,DSTRCT1,2.13,0.20
BA12,JD91,CAR,385,48,DSTRCT9,7.71,0.20
TC91,JD59,BUS,415,21,DSTRCT3,1.94,0.08
JD43,JC78,CAR,76,77,DSTRCT8,2.46,0.20
BB33,JD87,CAR,165,54,DSTRCT8,3.72,0.20
JC34,BB16,BUS,169,30,DSTRCT0,1.13,0.08
BB06,JD91,BUS,621,20,DSTRCT3,2.76,0.08
BB06,JD11,CAR,59,58,DSTRCT1,1.43,0.20
TC88,BB53,CAR,97,62,DSTRCT9,2.52,0.20
TC76,JD08,CAR,85,71,DSTRCT3,2.54,0.20
TC60,BA91,CAR,79,70,DSTRCT1,2.31,0.20
JD21,JD67,CAR,104,50,DSTRCT4,2.17,0.20
JC39,BB24,CAR,87,59,DSTRCT4,2.14,0.20
TC68,JC63,BUS,200,21,DSTRCT9,0.94,0.08
JC29,BA03,BUS,156,37,DSTRCT2,1.28,0.08
BA01,TC12,CAR,26,42,DSTRCT2,0.47,0.20
BA82,BA20,BUS,304,23,DSTRCT6,1.56,0.08
JC75,JD22,CAR,138,41,DSTRCT2,2.36,0.20
TC17,TC56,BUS,169,26,DSTRCT0,0.98,0.08
BA22,BB48,BUS,467,22,DSTRCT6,2.29,0.08
TC71,BA37,BUS,70,29,DSTRCT4,0.46,0.08
JD23,JD61,BUS,110,39,DSTRCT6,0.96,0.08
JD52,JC84,BUS,273,22,DSTRCT8,1.34,0.08
BB00,JD19,BUS,237,21,DSTRCT7,1.11,0.08
BA66,BA36,BUS,125,27,DSTRCT1,0.75,0.08
BA92,TC57,BUS,176,34,DSTRCT9,1.33,0.08
JC62,BA09,CAR,220,40,DSTRCT2,3.67,0.20
BA63,JC93,CAR,105,59,DSTRCT8,2.59,0.20
JC74,BB81,CAR,98,63,DSTRCT7,2.58,0.20
BA95,BA74,BUS,103,23,DSTRCT3,0.53,0.08
TC77,BA49,BUS,56,26,DSTRCT1,0.32,0.08
BB34,BB27,BUS,23,33,DSTRCT2,0.18,0.08
BA81,TC86,CAR,21,78,DSTRCT6,0.69,0.20
JC42,JC69,BUS,138,22,DSTRCT3,0.68,0.08
JD69,BB42,CAR,122,48,DSTRCT8,2.45,0.20
BB97,JD85,CAR,32,49,DSTRCT2,0.66,0.20
BB67,JD04,CAR,66,66,DSTRCT1,1.82,0.20
BB93,BA05,CAR,377,44,DSTRCT6,6.92,0.20
BB50,TC70,CAR,133,54,DSTRCT2,3.00,0.20
BB66,JD14,BUS,105,30,DSTRCT2,0.70,0.08
BB98,JD28,CAR,74,69,DSTRCT9,2.15,0.20
JC09,TC90,CAR,57,76,DSTRCT1,1.83,0.20
JD91,BB72,BUS,217,23,DSTRCT3,1.11,0.08
JD98,TC69,CAR,234,63,DSTRCT6,6.15,0.20
JD51,BB11,CAR,179,41,DSTRCT2,3.06,0.20
JC57,BB62,CAR,79,76,DSTRCT5,2.52,0.20
TC05,BB27,CAR,193,58,DSTRCT3,4.67,0.20
TC51,BA20,BUS,69,25,DSTRCT9,0.39,0.08
JC22,JD24,CAR,173,47,DSTRCT1,3.40,0.20
JD77,BB57,BUS,137,37,DSTRCT2,1.13,0.08
JD43,TC42,BUS,329,36,DSTRCT3,2.64,0.08
JC65,TC94,CAR,35,43,DSTRCT7,0.63,0.20
BA94,JD26,BUS,235,27,DSTRCT6,1.41,0.08
JD27,JC08,CAR,181,53,DSTRCT2,4.01,0.20
JC62,JD53,BUS,228,32,DSTRCT3,1.62,0.08
JC53,BB43,CAR,85,62,DSTRCT2,2.21,0.20
TC90,TC28,BUS,233,30,DSTRCT8,1.56,0.08
TC49,JD54,CAR,215,57,DSTRCT6,5.11,0.20
TC02,JC36,BUS,261,33,DSTRCT0,1.92,0.08
BB05,BA50,CAR,81,70,DSTRCT9,2.37,0.20
JD88,JD97,BUS,42,24,DSTRCT0,0.23,0.08
JC83,BB48,CAR,84,61,DSTRCT2,2.14,0.20
JC85,TC34,BUS,277,38,DSTRCT1,2.34,0.08
JD90,JC22,CAR,289,50,DSTRCT7,6.04,0.20
BA78,BA48,CAR,72,47,DSTRCT1,1.41,0.20
BA14,JC13,BUS,131,21,DSTRCT2,0.61,0.08
BA04,JD16,CAR,248,47,DSTRCT2,4.86,0.20
BB78,JC57,CAR,101,71,DSTRCT5,3.02,0.20
BB02,JD57,BUS,291,31,DSTRCT9,2.01,0.08
BA92,JC47,CAR,32,74,DSTRCT2,0.99,0.20
JD31,JC89,CAR,93,61,DSTRCT2,2.39,0.20
BA16,JC13,BUS,68,37,DSTRCT6,0.57,0.08
BB48,JD72,BUS,191,29,DSTRCT7,1.23,0.08
JD96,JC29,BUS,378,38,DSTRCT1,3.20,0.08
JC16,BB35,CAR,112,63,DSTRCT6,2.95,0.20
JC31,BB60,CAR,172,46,DSTRCT3,3.30,0.20
JD86,JC30,CAR,213,62,DSTRCT3,5.52,0.20
JC07,TC02,BUS,167,32,DSTRCT6,1.19,0.08
BB55,TC57,BUS,226,39,DSTRCT1,1.96,0.08
JC64,TC43,CAR,105,68,DSTRCT7,2.98,0.20
JD99,BB83,BUS,166,28,DSTRCT5,1.03,0.08
BA40,JD96,CAR,272,59,DSTRCT9,6.70,0.20
JD56,JC09,BUS,456,27,DSTRCT8,2.74,0.08
BB75,BA62,CAR,197,46,DSTRCT5,3.79,0.20
TC36,JD05,CAR,157,56,DSTRCT1,3.67,0.20
TC64,BA31,CAR,31,62,DSTRCT6,0.81,0.20
BA05,BA37,CAR,53,68,DSTRCT7,1.51,0.20
TC96,JD76,CAR,161,61,DSTRCT6,4.09,0.20
JC69,TC91,CAR,31,72,DSTRCT2,0.96,0.20
JD18,BB36,BUS,33,30,DSTRCT9,0.22,0.08
BA64,BA73,BUS,46,22,DSTRCT2,0.23,0.08
BA96,JC42,CAR,51,65,DSTRCT9,1.41,0.20
JD76,JC10,CAR,198,72,DSTRCT2,5.95,0.20
JD79,BA53,BUS,433,30,DSTRCT0,2.89,0.08
JD24,TC56,CAR,158,55,DSTRCT7,3.64,0.20
JC17,TC95,BUS,139,29,DSTRCT7,0.90,0.08
JC61,JD25,CAR,79,74,DSTRCT0,2.45,0.20
JD81,JD60,CAR,37,63,DSTRCT9,0.99,0.20
JD44,TC75,BUS,259,34,DSTRCT6,1.96,0.08
TC58,BA46,BUS,35,30,DSTRCT3,0.23,0.08
BB90,JC21,CAR,261,45,DSTRCT8,4.91,0.20
JD73,BA43,BUS,516,26,DSTRCT0,2.98,0.08
JD58,BA29,BUS,634,21,DSTRCT0,2.96,0.08
BB59,BA71,BUS,244,29,DSTRCT6,1.58,0.08
BB16,BA89,CAR,155,40,DSTRCT8,2.60,0.20
JC69,BA52,BUS,153,31,DSTRCT6,1.06,0.08
BB82,JD75,CAR,45,46,DSTRCT9,0.88,0.20
JC95,JD53,CAR,75,76,DSTRCT9,2.39,0.20
BB97,JD22,BUS,163,35,DSTRCT9,1.27,0.08
JC34,TC53,CAR,65,40,DSTRCT8,1.10,0.20
JD42,JD87,BUS,242,21,DSTRCT1,1.13,0.08
BB31,JC55,BUS,151,33,DSTRCT8,1.11,0.08
JD09,BB67,CAR,84,45,DSTRCT6,1.59,0.20
TC38,JD99,CAR,279,65,DSTRCT0,7.57,0.20
TC61,BB37,CAR,107,64,DSTRCT1,2.86,0.20
JD54,JD73,BUS,69,31,DSTRCT1,0.48,0.08
TC70,JC93,CAR,180,41,DSTRCT2,3.08,0.20
JC23,BA38,BUS,34,37,DSTRCT5,0.28,0.08
JC98,TC46,CAR,217,49,DSTRCT1,4.44,0.20
JC43,TC06,CAR,122,73,DSTRCT8,3.74,0.20
BB74,JC60,CAR,151,44,DSTRCT7,2.79,0.20
BA63,BA34,BUS,86,38,DSTRCT0,0.73,0.08
JC19,JC95,BUS,245,35,DSTRCT8,1.91,0.08
JC90,BB81,CAR,106,50,DSTRCT3,2.22,0.20
JC96,BB05,BUS,242,37,DSTRCT9,1.99,0.08
JC29,JD33,CAR,173,48,DSTRCT6,3.47,0.20
TC45,JD23,BUS,437,22,DSTRCT8,2.14,0.08
BB61,JD90,BUS,235,26,DSTRCT3,1.36,0.08
TC21,BA38,CAR,66,60,DSTRCT8,1.66,0.20
BA07,TC06,BUS,86,26,DSTRCT9,0.50,0.08
JC33,JC11,BUS,113,22,DSTRCT5,0.55,0.08
BA63,JD51,BUS,379,25,DSTRCT6,2.11,0.08
JD13,BA10,BUS,400,27,DSTRCT5,2.40,0.08
JD35,JD65,BUS,109,31,DSTRCT0,0.75,0.08
BB65,JD48,CAR,25,42,DSTRCT1,0.45,0.20
TC95,TC44,BUS,169,34,DSTRCT1,1.28,0.08
BA44,JD18,CAR,141,59,DSTRCT9,3.49,0.20
BB93,JC70,BUS,255,29,DSTRCT6,1.64,0.08
JC17,TC16,BUS,181,27,DSTRCT0,1.09,0.08
BB56,JD36,BUS,21,39,DSTRCT5,0.19,0.08
TC40,JD53,BUS,353,37,DSTRCT9,2.91,0.08
JC95,JC56,CAR,68,64,DSTRCT0,1.84,0.20
JD13,JC35,BUS,209,31,DSTRCT9,1.44,0.08
BB33,TC59,BUS,305,22,DSTRCT8,1.49,0.08
BA19,BA75,BUS,243,26,DSTRCT3,1.41,0.08
BA03,BB17,CAR,133,69,DSTRCT4,3.83,0.20
TC56,BA56,CAR,40,53,DSTRCT8,0.90,0.20
JD68,BB85,BUS,27,39,DSTRCT6,0.24,0.08
BB09,JC78,CAR,115,61,DSTRCT0,2.94,0.20
BB02,BA19,CAR,153,44,DSTRCT0,2.82,0.20
JD55,JC75,CAR,111,59,DSTRCT6,2.75,0.20
TC40,JD92,BUS,491,35,DSTRCT2,3.82,0.08
BB35,BB75,BUS,181,25,DSTRCT2,1.01,0.08
BB25,JC21,CAR,124,48,DSTRCT9,2.50,0.20
BA97,JC22,BUS,163,35,DSTRCT0,1.27,0.08
JC83,BA11,CAR,261,42,DSTRCT3,4.57,0.20
BB44,BA40,CAR,122,68,DSTRCT8,3.47,0.20
TC53,BB27,BUS,248,27,DSTRCT2,1.49,0.08
BB38,JD64,CAR,73,79,DSTRCT4,2.41,0.20
BA15,BB67,BUS,338,38,DSTRCT6,2.85,0.08
JD71,TC18,CAR,353,49,DSTRCT3,7.21,0.20
JC85,JD52,CAR,93,64,DSTRCT8,2.49,0.20
BA76,JD39,BUS,271,28,DSTRCT5,1.69,0.08
BB04,JD39,BUS,219,31,DSTRCT0,1.51,0.08
TC88,JD55,CAR,127,68,DSTRCT9,3.60,0.20
JC33,BB10,BUS,147,34,DSTRCT3,1.11,0.08
BA40,TC18,CAR,89,51,DSTRCT8,1.90,0.20
JC56,JD17,CAR,89,65,DSTRCT4,2.41,0.20
TC88,TC78,BUS,33,34,DSTRCT7,0.25,0.08
JC63,BB85,CAR,133,55,DSTRCT8,3.05,0.20
TC66,JC34,CAR,15,78,DSTRCT0,0.49,0.20
TC88,JD73,CAR,180,57,DSTRCT5,4.29,0.20
TC96,JC98,BUS,217,23,DSTRCT3,1.11,0.08
JD18,BB55,BUS,43,35,DSTRCT4,0.34,0.08
BA14,JD57,CAR,267,55,DSTRCT8,6.14,0.20
TC67,JC93,BUS,386,20,DSTRCT9,1.72,0.08
BB75,JD91,BUS,141,33,DSTRCT5,1.03,0.08
BB64,BB36,BUS,109,29,DSTRCT5,0.70,0.08
JC34,TC61,BUS,48,36,DSTRCT2,0.39,0.08
JC80,BB67,BUS,216,24,DSTRCT1,1.15,0.08
JC06,JC37,CAR,87,40,DSTRCT2,1.46,0.20
JD37,BB08,BUS,226,27,DSTRCT0,1.36,0.08
BA52,BB47,BUS,230,33,DSTRCT5,1.69,0.08
BA56,BB50,CAR,132,57,DSTRCT6,3.14,0.20
TC53,JC68,BUS,281,23,DSTRCT9,1.44,0.08
BB87,TC80,BUS,484,20,DSTRCT5,2.15,0.08
BA31,TC02,BUS,190,28,DSTRCT6,1.18,0.08
BA39,BB10,CAR,88,69,DSTRCT6,2.56,0.20
BB28,JD28,CAR,57,50,DSTRCT2,1.20,0.20
JC90,JC75,BUS,45,37,DSTRCT6,0.38,0.08
TC94,TC24,CAR,107,74,DSTRCT6,3.30,0.20
BB42,JD55,CAR,78,55,DSTRCT5,1.80,0.20
JC37,TC39,BUS,182,25,DSTRCT2,1.01,0.08
BB15,BA14,CAR,146,55,DSTRCT5,3.36,0.20
JC26,JC34,CAR,12,74,DSTRCT2,0.38,0.20
JC05,JD03,CAR,124,63,DSTRCT7,3.26,0.20
JC52,BA14,BUS,274,26,DSTRCT3,1.58,0.08
JC41,TC28,BUS,312,20,DSTRCT3,1.39,0.08
TC87,JC13,BUS,119,30,DSTRCT6,0.80,0.08
BA22,JC15,BUS,68,31,DSTRCT2,0.47,0.08
BA17,TC58,CAR,47,59,DSTRCT3,1.16,0.20
TC57,BA17,CAR,57,47,DSTRCT3,1.12,0.20
JD20,TC82,CAR,136,47,DSTRCT0,2.68,0.20
JC28,BB25,CAR,96,58,DSTRCT1,2.33,0.20
JD35,JD86,CAR,84,68,DSTRCT0,2.40,0.20
BA36,TC40,BUS,54,32,DSTRCT1,0.39,0.08
BA86,JC64,CAR,13,55,DSTRCT4,0.30,0.20
TC76,JD70,CAR,141,79,DSTRCT0,4.66,0.20
TC92,BA55,BUS,94,25,DSTRCT3,0.53,0.08
JC29,BB50,CAR,114,63,DSTRCT3,3.02,0.20
BB36,TC00,CAR,180,70,DSTRCT8,5.27,0.20
JC88,BB88,CAR,84,68,DSTRCT3,2.40,0.20
BB42,BB97,BUS,183,34,DSTRCT9,1.38,0.08
TC11,BA00,BUS,28,39,DSTRCT1,0.25,0.08
BB08,BA68,BUS,169,34,DSTRCT6,1.28,0.08
JC36,BB10,CAR,125,40,DSTRCT6,2.09,0.20
BA01,BA63,CAR,89,78,DSTRCT1,2.92,0.20
JD88,JC89,BUS,263,30,DSTRCT4,1.76,0.08
JC04,TC63,CAR,47,40,DSTRCT1,0.79,0.20
TC99,BA35,BUS,143,37,DSTRCT4,1.18,0.08
BA32,JC83,BUS,306,28,DSTRCT9,1.91,0.08
JD85,BA17,BUS,456,38,DSTRCT9,3.85,0.08
BB35,BB61,CAR,45,64,DSTRCT1,1.23,0.20
JD33,BB05,BUS,222,27,DSTRCT3,1.33,0.08
JD33,BB99,BUS,157,30,DSTRCT1,1.05,0.08
JD18,TC63,BUS,218,35,DSTRCT0,1.70,0.08
BA00,TC26,CAR,16,79,DSTRCT6,0.53,0.20
BB69,JD07,BUS,147,29,DSTRCT6,0.95,0.08
JC94,BA33,BUS,313,31,DSTRCT5,2.16,0.08
TC89,BB40,CAR,74,70,DSTRCT1,2.18,0.20
TC19,JD07,CAR,203,52,DSTRCT0,4.41,0.20
BB95,JC14,CAR,213,61,DSTRCT9,5.42,0.20
JD86,BA78,BUS,352,32,DSTRCT8,2.51,0.08
JC26,BB04,CAR,71,70,DSTRCT2,2.09,0.20
BA61,TC30,CAR,80,69,DSTRCT4,2.31,0.20
JC59,TC22,CAR,149,60,DSTRCT1,3.74,0.20
BA63,BB34,BUS,211,29,DSTRCT4,1.36,0.08
BA48,JC08,CAR,29,62,DSTRCT4,0.77,0.20
JC75,BB72,CAR,114,49,DSTRCT3,2.33,0.20
BA82,JC39,BUS,86,25,DSTRCT9,0.48,0.08
TC27,JD36,CAR,183,69,DSTRCT7,5.28,0.20
TC61,JD20,BUS,234,34,DSTRCT5,1.77,0.08
TC97,BA47,CAR,92,41,DSTRCT3,1.57,0.20
JD58,BB23,CAR,93,73,DSTRCT6,2.83,0.20
BB27,JC08,CAR,107,66,DSTRCT3,2.95,0.20
JD54,JC58,CAR,116,66,DSTRCT4,3.20,0.20
BA56,JC16,CAR,36,50,DSTRCT6,0.77,0.20
BA13,JD18,CAR,177,62,DSTRCT8,4.58,0.20
BA37,BA73,BUS,104,39,DSTRCT0,0.91,0.08
BB37,TC92,BUS,128,39,DSTRCT4,1.11,0.08
JD81,BB44,CAR,103,68,DSTRCT5,2.92,0.20
JD87,TC97,CAR,182,59,DSTRCT9,4.49,0.20
BB35,JD96,CAR,167,58,DSTRCT2,4.05,0.20
TC87,TC22,BUS,193,38,DSTRCT2,1.63,0.08
TC23,JC20,BUS,158,28,DSTRCT1,0.99,0.08
JC57,JC65,BUS,36,25,DSTRCT9,0.20,0.08
JD59,BA25,CAR,226,61,DSTRCT8,5.76,0.20
BA02,BA68,BUS,213,35,DSTRCT5,1.66,0.08
TC54,JC70,BUS,329,20,DSTRCT7,1.47,0.08
JC48,BA70,CAR,10,71,DSTRCT5,0.30,0.20
JD91,BB47,CAR,121,64,DSTRCT0,3.25,0.20
JC97,JD39,CAR,127,45,DSTRCT1,2.39,0.20
JD70,JC95,CAR,140,45,DSTRCT4,2.63,0.20
JD35,JC53,BUS,248,27,DSTRCT5,1.49,0.08
JC13,TC76,CAR,31,75,DSTRCT5,0.98,0.20
BB24,BA67,CAR,111,51,DSTRCT4,2.38,0.20
BA65,JC72,BUS,121,30,DSTRCT0,0.81,0.08
JD05,JD38,BUS,138,27,DSTRCT5,0.83,0.08
BB82,TC54,BUS,492,24,DSTRCT2,2.63,0.08
JD40,BA30,CAR,197,58,DSTRCT9,4.78,0.20
JD43,TC87,CAR,122,63,DSTRCT5,3.21,0.20
JD89,BA84,BUS,500,22,DSTRCT2,2.44,0.08
BB76,JD24,BUS,150,21,DSTRCT4,0.70,0.08
BA96,BA53,BUS,147,33,DSTRCT7,1.08,0.08
JD84,BA86,CAR,131,79,DSTRCT0,4.32,0.20
JD34,BB70,BUS,40,35,DSTRCT1,0.32,0.08
TC84,TC72,CAR,27,50,DSTRCT4,0.57,0.20
JD29,JD36,CAR,14,55,DSTRCT1,0.33,0.20
TC55,JD35,CAR,134,73,DSTRCT7,4.09,0.20
JC39,JC02,CAR,99,42,DSTRCT6,1.74,0.20
TC05,TC61,CAR,140,45,DSTRCT5,2.64,0.20
JC70,BA29,CAR,99,75,DSTRCT6,3.11,0.20
JD03,BB35,CAR,21,48,DSTRCT1,0.44,0.20
TC40,JC63,CAR,115,64,DSTRCT0,3.08,0.20
JD93,JC63,CAR,169,63,DSTRCT6,4.44,0.20
BB37,BA04,BUS,322,34,DSTRCT3,2.43,0.08
BB10,JD22,CAR,95,44,DSTRCT2,1.75,0.20
BA18,BB79,BUS,417,33,DSTRCT6,3.06,0.08
BA94,TC68,CAR,118,42,DSTRCT6,2.08,0.20
JC49,TC84,BUS,22,37,DSTRCT5,0.19,0.08
TC83,JD37,CAR,106,71,DSTRCT8,3.15,0.20
JD63,JD31,CAR,59,61,DSTRCT1,1.51,0.20
BA61,TC59,BUS,65,36,DSTRCT4,0.53,0.08
JD17,BB07,BUS,104,38,DSTRCT1,0.89,0.08
BB20,BB31,BUS,62,20,DSTRCT4,0.28,0.08
BA12,BA58,CAR,69,75,DSTRCT3,2.17,0.20
BA87,BA98,CAR,18,67,DSTRCT2,0.52,0.20
JC71,JC11,BUS,234,29,DSTRCT0,1.51,0.08
TC07,BB95,CAR,325,56,DSTRCT7,7.60,0.20
TC08,BB05,CAR,121,72,DSTRCT8,3.64,0.20
